,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
7313,239787,G. Torres,22,https://cdn.sofifa.org/players/4/19/239787.png,Colombia,https://cdn.sofifa.org/flags/56.png,68,79,Atlético Nacional,https://cdn.sofifa.org/teams/2/light/101100.png,€1.5M,€2K,1776,Right,1,3,3,Medium/ Medium,Normal,No,RM,7,"Jun 29, 2017",,2021,5'11,170lbs,67+2,67+2,67+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,63+2,63+2,63+2,67+2,63+2,59+2,59+2,59+2,63+2,62+2,58+2,58+2,58+2,62+2,62,65,70,68,47,68,40,28,59,68,80,78,77,68,65,62,70,79,77,57,42,41,66,56,58,55,52,55,60,7,10,14,15,12,€2.4M
7318,214957,H. Osorio,30,https://cdn.sofifa.org/players/4/19/214957.png,Colombia,https://cdn.sofifa.org/flags/56.png,68,68,Rionegro Águilas,https://cdn.sofifa.org/teams/2/light/112578.png,€875K,€1K,1670,Right,1,2,3,Medium/ Medium,Normal,No,ST,24,"Feb 8, 2018",,2023,5'10,172lbs,67+2,67+2,67+2,63+2,66+2,66+2,66+2,63+2,65+2,65+2,65+2,61+2,60+2,60+2,60+2,61+2,48+2,48+2,48+2,48+2,48+2,46+2,45+2,45+2,45+2,46+2,40,70,71,66,60,65,59,63,50,66,55,59,71,73,68,65,64,51,68,63,31,37,72,66,68,70,28,32,29,15,14,13,6,12,€1.2M
7324,225455,V. Dávila,20,https://cdn.sofifa.org/players/4/19/225455.png,Chile,https://cdn.sofifa.org/flags/55.png,68,75,Club Necaxa,https://cdn.sofifa.org/teams/2/light/101121.png,€1.3M,€5K,1713,Left,1,3,4,High/ Low,Lean,No,ST,26,"Jun 14, 2017",,2023,5'8,159lbs,66+2,66+2,66+2,68+2,69+2,69+2,69+2,68+2,70+2,70+2,70+2,67+2,64+2,64+2,64+2,67+2,51+2,50+2,50+2,50+2,51+2,48+2,41+2,41+2,41+2,48+2,45,69,43,75,65,75,65,67,65,74,71,72,78,69,74,68,52,63,56,62,37,25,69,59,53,72,28,31,34,15,10,13,16,15,€2.4M
7329,215216,A. Niz,30,https://cdn.sofifa.org/players/4/19/215216.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,68,Club Atlético Tigre,https://cdn.sofifa.org/teams/2/light/111715.png,€675K,€6K,1561,Right,1,3,2,Medium/ Medium,Normal,No,CB,4,"Jul 1, 2017",,2019,5'11,179lbs,49+2,49+2,49+2,46+2,45+2,45+2,45+2,46+2,43+2,43+2,43+2,47+2,48+2,48+2,48+2,47+2,61+2,59+2,59+2,59+2,61+2,63+2,67+2,67+2,67+2,63+2,58,39,70,48,30,34,28,27,46,51,57,67,57,64,58,56,92,65,72,46,64,72,30,29,41,62,62,71,68,7,11,14,14,13,€1M
7333,214194,A. Correa,24,https://cdn.sofifa.org/players/4/19/214194.png,Colombia,https://cdn.sofifa.org/flags/56.png,68,74,La Equidad,https://cdn.sofifa.org/teams/2/light/112523.png,€1M,€1K,1723,Left,1,3,2,High/ Medium,Normal,No,LB,3,"Jan 17, 2017",,2023,5'9,165lbs,51+2,51+2,51+2,56+2,54+2,54+2,54+2,56+2,56+2,56+2,56+2,59+2,58+2,58+2,58+2,59+2,67+2,63+2,63+2,63+2,67+2,67+2,63+2,63+2,63+2,67+2,68,26,54,63,28,53,31,45,51,57,75,79,81,65,75,64,81,86,64,45,70,68,42,60,53,56,55,66,68,7,14,7,10,12,€1.6M
7334,221619,V. Cabrera,25,https://cdn.sofifa.org/players/4/19/221619.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,71,Montreal Impact,https://cdn.sofifa.org/teams/2/light/111139.png,€950K,€3K,1595,Right,1,2,2,Medium/ High,Normal,No,CB,2,"Jan 23, 2016",,2018,6'0,170lbs,49+2,49+2,49+2,52+2,51+2,51+2,51+2,52+2,54+2,54+2,54+2,53+2,57+2,57+2,57+2,53+2,60+2,65+2,65+2,65+2,60+2,62+2,67+2,67+2,67+2,62+2,34,34,58,64,31,62,34,30,64,61,68,69,65,59,59,40,59,52,71,46,81,71,26,48,44,56,68,69,67,15,14,15,10,7,€1.5M
7354,197817,H. Mosquera,31,https://cdn.sofifa.org/players/4/19/197817.png,Colombia,https://cdn.sofifa.org/flags/56.png,68,68,Rionegro Águilas,https://cdn.sofifa.org/teams/2/light/112578.png,€600K,€1K,1469,Right,1,2,2,Low/ Medium,Stocky,No,CB,23,"Jul 29, 2014",,2022,6'1,187lbs,48+2,48+2,48+2,41+2,44+2,44+2,44+2,41+2,44+2,44+2,44+2,42+2,49+2,49+2,49+2,42+2,52+2,59+2,59+2,59+2,52+2,55+2,66+2,66+2,66+2,55+2,22,35,68,43,25,38,34,37,59,50,47,51,44,61,42,63,72,47,83,36,70,68,32,45,35,61,69,68,64,15,12,7,12,15,€810K
7356,214201,C. Alzáte,30,https://cdn.sofifa.org/players/4/19/214201.png,Colombia,https://cdn.sofifa.org/flags/56.png,68,68,Jaguares de Córdoba,https://cdn.sofifa.org/teams/2/light/112903.png,€850K,€1K,1783,Right,1,4,3,Medium/ Medium,Normal,No,CAM,30,"Jul 21, 2018",,2023,5'4,139lbs,59+2,59+2,59+2,67+2,65+2,65+2,65+2,67+2,67+2,67+2,67+2,68+2,62+2,62+2,62+2,68+2,57+2,52+2,52+2,52+2,57+2,54+2,44+2,44+2,44+2,54+2,70,57,31,70,52,66,68,68,65,68,81,80,87,62,92,64,90,72,37,64,46,22,61,68,64,64,49,38,45,11,11,7,7,10,€1.1M
7357,214969,F. Godoy,28,https://cdn.sofifa.org/players/4/19/214969.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,68,Club Atlético Aldosivi,https://cdn.sofifa.org/teams/2/light/111707.png,€725K,€7K,1752,Right,1,3,2,Medium/ Medium,Normal,No,CDM,15,,Club Atlético Talleres,"Jun 30, 2019",5'9,157lbs,58+2,58+2,58+2,58+2,59+2,59+2,59+2,58+2,60+2,60+2,60+2,60+2,63+2,63+2,63+2,60+2,64+2,66+2,66+2,66+2,64+2,64+2,65+2,65+2,65+2,64+2,49,39,62,74,49,60,49,50,70,65,63,65,57,65,80,67,76,68,57,47,77,67,58,51,49,66,58,68,67,7,7,8,12,11,
7362,190651,M. Martínez,34,https://cdn.sofifa.org/players/4/19/190651.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,68,Belgrano de Córdoba,https://cdn.sofifa.org/teams/2/light/111022.png,€270K,€6K,1469,Right,1,3,2,Medium/ High,Normal,No,CB,3,"Jul 23, 2018",,2020,6'2,196lbs,48+2,48+2,48+2,39+2,43+2,43+2,43+2,39+2,42+2,42+2,42+2,40+2,49+2,49+2,49+2,40+2,53+2,60+2,60+2,60+2,53+2,55+2,67+2,67+2,67+2,55+2,28,46,72,53,30,32,23,60,50,40,32,35,33,61,33,68,67,67,82,60,81,66,26,41,27,57,71,67,61,10,13,9,14,11,€392K
7368,237245,E. Segura,21,https://cdn.sofifa.org/players/4/19/237245.png,Colombia,https://cdn.sofifa.org/flags/56.png,68,79,Atlético Huila,https://cdn.sofifa.org/teams/2/light/112528.png,€1.4M,€1K,1458,Right,1,3,2,Medium/ High,Normal,No,LCB,2,"Jan 5, 2017",,2021,6'0,172lbs,44+2,44+2,44+2,42+2,42+2,42+2,42+2,42+2,43+2,43+2,43+2,44+2,48+2,48+2,48+2,44+2,57+2,61+2,61+2,61+2,57+2,60+2,67+2,67+2,67+2,60+2,23,31,63,52,25,36,23,30,51,50,63,67,61,62,60,36,73,68,76,22,69,67,26,32,30,52,68,72,66,12,12,13,6,13,€2.1M
7380,215999,D. Díaz,32,https://cdn.sofifa.org/players/4/19/215999.png,Chile,https://cdn.sofifa.org/flags/55.png,68,68,Curicó Unido,https://cdn.sofifa.org/teams/2/light/112655.png,€525K,€2K,1408,Right,1,2,2,Medium/ Medium,Lean,No,RCB,2,"Jan 1, 2018",,2018,5'10,161lbs,42+2,42+2,42+2,41+2,41+2,41+2,41+2,41+2,42+2,42+2,42+2,43+2,46+2,46+2,46+2,43+2,56+2,59+2,59+2,59+2,56+2,58+2,66+2,66+2,66+2,58+2,25,21,69,57,25,48,23,21,38,45,55,56,52,61,57,38,77,68,77,21,74,67,21,31,30,49,64,68,65,8,12,10,15,9,€709K
7386,214721,F. Falcone,28,https://cdn.sofifa.org/players/4/19/214721.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,68,Boavista FC,https://cdn.sofifa.org/teams/2/light/1898.png,€925K,€4K,1560,Right,1,3,3,Medium/ Medium,Normal,No,ST,28,"Jul 20, 2018",,2020,6'2,174lbs,66+2,66+2,66+2,59+2,63+2,63+2,63+2,59+2,58+2,58+2,58+2,56+2,51+2,51+2,51+2,56+2,40+2,39+2,39+2,39+2,40+2,38+2,38+2,38+2,38+2,38+2,36,71,73,54,63,62,61,56,30,66,57,51,57,64,60,74,69,61,69,65,54,17,71,47,64,53,17,18,15,8,13,14,8,15,€1.9M
7407,229575,D. Mancini,21,https://cdn.sofifa.org/players/4/19/229575.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,79,AJ Auxerre,https://cdn.sofifa.org/teams/2/light/57.png,€1.5M,€11K,1771,Right,1,3,3,Medium/ Medium,Normal,No,CM,7,,FC Girondins de Bordeaux,"Jun 30, 2019",5'7,159lbs,61+2,61+2,61+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,63+2,62+2,62+2,62+2,63+2,61+2,58+2,58+2,58+2,61+2,54,55,45,69,38,71,48,52,64,73,66,68,72,67,77,60,92,73,56,59,51,54,63,65,47,58,53,63,59,6,13,13,12,13,
7409,209608,D. Burbano,30,https://cdn.sofifa.org/players/4/19/209608.png,Colombia,https://cdn.sofifa.org/flags/56.png,68,68,Independiente Santa Fe,https://cdn.sofifa.org/teams/2/light/101104.png,€850K,€2K,1769,Right,1,3,3,High/ Low,Lean,No,LM,11,"Jul 3, 2018",,2022,5'6,139lbs,63+2,63+2,63+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,66+2,61+2,61+2,61+2,66+2,58+2,52+2,52+2,52+2,58+2,56+2,48+2,48+2,48+2,56+2,66,58,51,62,62,70,65,65,61,70,79,83,81,58,79,67,59,66,54,67,35,33,61,61,60,67,41,48,51,12,14,14,7,9,€1.2M
7410,215240,M. Fissore,27,https://cdn.sofifa.org/players/4/19/215240.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,69,San Martín de San Juan,https://cdn.sofifa.org/teams/2/light/111713.png,€850K,€6K,1753,Right,1,3,3,Medium/ Medium,Normal,No,CDM,8,"Jul 1, 2015",,2019,5'5,139lbs,56+2,56+2,56+2,61+2,61+2,61+2,61+2,61+2,63+2,63+2,63+2,63+2,66+2,66+2,66+2,63+2,65+2,67+2,67+2,67+2,65+2,64+2,60+2,60+2,60+2,64+2,45,43,32,68,46,68,41,45,73,73,59,65,91,75,87,66,77,77,30,47,73,73,61,48,46,50,66,63,60,8,12,12,8,15,€1.3M
7421,184777,E. Herrera,29,https://cdn.sofifa.org/players/4/19/184777.png,Mexico,https://cdn.sofifa.org/flags/83.png,68,68,Santos Laguna,https://cdn.sofifa.org/teams/2/light/110144.png,€900K,€22K,1666,Right,1,3,2,Medium/ Low,Normal,Yes,ST,11,,Rangers FC,"May 31, 2019",6'2,190lbs,66+2,66+2,66+2,60+2,64+2,64+2,64+2,60+2,62+2,62+2,62+2,60+2,61+2,61+2,61+2,60+2,50+2,53+2,53+2,53+2,50+2,47+2,50+2,50+2,50+2,47+2,51,66,73,68,64,59,60,51,51,66,39,54,47,68,33,75,69,72,85,62,72,42,69,65,68,66,25,34,24,10,6,12,15,11,
7423,214730,I. González,28,https://cdn.sofifa.org/players/4/19/214730.png,Chile,https://cdn.sofifa.org/flags/55.png,68,69,San Luis de Quillota,https://cdn.sofifa.org/teams/2/light/112668.png,€725K,€2K,1102,Right,1,3,1,Medium/ Medium,Lean,No,GK,1,"Jun 14, 2017",,2018,6'2,179lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,17,28,10,14,16,11,26,16,48,48,37,63,48,17,63,41,69,11,45,20,12,18,17,61,19,15,18,66,65,61,67,72,€1M
7431,224205,M. Barbieri,27,https://cdn.sofifa.org/players/4/19/224205.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,68,Unión La Calera,https://cdn.sofifa.org/teams/2/light/112535.png,€950K,€7K,1733,Right,1,4,3,High/ Medium,Stocky,No,LW,11,,Belgrano de Córdoba,"Dec 31, 2018",5'4,141lbs,63+2,63+2,63+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,62+2,62+2,62+2,67+2,55+2,50+2,50+2,50+2,55+2,52+2,43+2,43+2,43+2,52+2,69,64,58,67,54,68,51,39,65,65,76,76,93,61,89,63,73,75,35,68,45,26,65,64,48,53,39,37,33,14,13,16,8,16,
7433,203982,J. Valencia,32,https://cdn.sofifa.org/players/4/19/203982.png,Colombia,https://cdn.sofifa.org/flags/56.png,68,68,Independiente Santa Fe,https://cdn.sofifa.org/teams/2/light/101104.png,€500K,€2K,1849,Left,1,4,3,High/ Medium,Normal,No,LB,6,"Dec 30, 2015",,2018,6'0,170lbs,62+2,62+2,62+2,65+2,64+2,64+2,64+2,65+2,64+2,64+2,64+2,65+2,64+2,64+2,64+2,65+2,67+2,65+2,65+2,65+2,67+2,66+2,65+2,65+2,65+2,66+2,68,45,53,61,32,66,66,73,65,65,74,77,68,67,67,74,69,68,73,70,59,71,70,60,31,61,64,67,64,11,13,8,15,15,€700K
7451,219090,R. Osorio,23,https://cdn.sofifa.org/players/4/19/219090.png,Chile,https://cdn.sofifa.org/flags/55.png,68,75,CD O'Higgins,https://cdn.sofifa.org/teams/2/light/112116.png,€1.1M,€3K,1515,Left,1,3,2,Medium/ Medium,Lean,No,CB,20,"Jul 13, 2013",,2023,5'11,150lbs,47+2,47+2,47+2,47+2,46+2,46+2,46+2,47+2,46+2,46+2,46+2,49+2,49+2,49+2,49+2,49+2,59+2,60+2,60+2,60+2,59+2,61+2,66+2,66+2,66+2,61+2,29,23,67,55,29,56,29,25,47,57,70,71,62,58,62,45,77,70,76,25,72,69,30,25,38,55,68,66,61,9,13,15,8,8,€1.7M
7462,219605,C. Cuevas,23,https://cdn.sofifa.org/players/4/19/219605.png,Chile,https://cdn.sofifa.org/flags/55.png,68,73,FK Austria Wien,https://cdn.sofifa.org/teams/2/light/256.png,€1M,€6K,1857,Left,1,3,3,High/ Medium,Lean,No,LB,23,"Jul 30, 2018",,2023,5'8,141lbs,62+2,62+2,62+2,67+2,65+2,65+2,65+2,67+2,65+2,65+2,65+2,67+2,63+2,63+2,63+2,67+2,67+2,64+2,64+2,64+2,67+2,67+2,64+2,64+2,64+2,67+2,69,56,57,67,30,69,71,50,62,66,79,83,85,57,74,61,75,70,51,63,77,60,70,55,50,57,66,66,70,15,6,7,8,12,€1.5M
7464,232661,M. Bareiro,23,https://cdn.sofifa.org/players/4/19/232661.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,79,Defensa y Justicia,https://cdn.sofifa.org/teams/2/light/111710.png,€1.3M,€6K,1766,Right,1,2,2,Medium/ Medium,Normal,No,CB,5,,Racing Club,"Jun 30, 2019",6'0,163lbs,60+2,60+2,60+2,60+2,61+2,61+2,61+2,60+2,62+2,62+2,62+2,61+2,64+2,64+2,64+2,61+2,64+2,66+2,66+2,66+2,64+2,64+2,67+2,67+2,67+2,64+2,42,53,72,67,45,68,41,63,63,65,69,67,69,61,56,59,73,73,70,59,58,72,49,64,45,48,65,67,64,8,7,12,10,10,
7468,170966,C. Esquivel,36,https://cdn.sofifa.org/players/4/19/170966.png,Mexico,https://cdn.sofifa.org/flags/83.png,68,68,Tiburones Rojos de Veracruz,https://cdn.sofifa.org/teams/2/light/110145.png,€300K,€7K,1798,Right,1,3,3,High/ Medium,Lean,No,RM,7,,Deportivo Toluca,"May 31, 2019",5'8,148lbs,64+2,64+2,64+2,66+2,65+2,65+2,65+2,66+2,65+2,65+2,65+2,66+2,61+2,61+2,61+2,66+2,56+2,52+2,52+2,52+2,56+2,53+2,48+2,48+2,48+2,53+2,68,64,55,68,60,67,62,62,62,66,73,78,77,60,72,70,80,74,65,68,47,29,60,60,65,61,50,34,33,15,12,16,11,15,
7483,236506,M. Senesi,21,https://cdn.sofifa.org/players/4/19/236506.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,80,San Lorenzo de Almagro,https://cdn.sofifa.org/teams/2/light/1013.png,€1.4M,€5K,1480,Left,1,3,2,Low/ High,Normal,No,RCB,6,"Jan 19, 2016",,2019,6'0,176lbs,49+2,49+2,49+2,46+2,47+2,47+2,47+2,46+2,47+2,47+2,47+2,49+2,53+2,53+2,53+2,49+2,60+2,63+2,63+2,63+2,60+2,62+2,67+2,67+2,67+2,62+2,29,32,68,67,25,48,31,22,60,61,62,58,44,64,51,48,79,63,75,31,52,71,26,23,40,60,68,69,64,10,13,11,7,8,€2.4M
7490,214493,J. Aguirre,31,https://cdn.sofifa.org/players/4/19/214493.png,Colombia,https://cdn.sofifa.org/flags/56.png,68,68,Independiente Santa Fe,https://cdn.sofifa.org/teams/2/light/101104.png,€775K,€2K,1761,Right,1,3,3,High/ High,Stocky,No,CAM,16,"Jul 3, 2018",,2023,5'7,150lbs,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,66+2,61+2,61+2,61+2,66+2,52+2,49+2,49+2,49+2,52+2,49+2,43+2,43+2,43+2,49+2,63,61,59,67,67,67,68,59,64,64,73,83,77,67,83,65,71,68,67,65,42,24,65,67,60,60,36,24,25,8,14,16,7,15,€1.1M
7507,229856,J. Parraguez,28,https://cdn.sofifa.org/players/4/19/229856.png,Chile,https://cdn.sofifa.org/flags/55.png,68,68,CD Huachipato,https://cdn.sofifa.org/teams/2/light/111327.png,€925K,€3K,1535,Right,1,4,3,High/ Low,Stocky,No,LS,9,"Jul 10, 2017",,2018,6'0,190lbs,66+2,66+2,66+2,59+2,62+2,62+2,62+2,59+2,58+2,58+2,58+2,58+2,53+2,53+2,53+2,58+2,43+2,41+2,41+2,41+2,43+2,41+2,41+2,41+2,41+2,41+2,47,71,73,57,59,65,34,31,38,63,50,57,55,58,52,70,85,72,88,62,43,21,69,47,63,60,21,17,21,12,7,9,7,11,€1.2M
7513,214753,J. Muñoz,30,https://cdn.sofifa.org/players/4/19/214753.png,Chile,https://cdn.sofifa.org/flags/55.png,68,68,CD Palestino,https://cdn.sofifa.org/teams/2/light/111328.png,€850K,€5K,1728,Right,1,2,3,High/ Low,Lean,No,LW,11,,Universidad Católica,"Dec 31, 2018",5'10,159lbs,65+2,65+2,65+2,67+2,66+2,66+2,66+2,67+2,66+2,66+2,66+2,67+2,62+2,62+2,62+2,67+2,55+2,53+2,53+2,53+2,55+2,52+2,49+2,49+2,49+2,52+2,62,63,60,64,41,71,52,47,62,69,77,79,78,62,69,60,75,67,72,52,51,47,73,59,61,67,30,39,25,13,16,10,8,14,
7518,242146,C. Gonzalez,28,https://cdn.sofifa.org/players/4/19/242146.png,Chile,https://cdn.sofifa.org/flags/55.png,68,68,Unión La Calera,https://cdn.sofifa.org/teams/2/light/112535.png,€625K,€1K,1081,Right,1,2,1,Medium/ Medium,Normal,No,GK,17,"Jan 1, 2017",,2018,5'9,161lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,16,9,15,47,9,11,16,12,23,21,24,33,22,65,46,33,67,25,55,21,29,15,8,46,35,65,17,16,12,66,67,66,67,67,€844K
7524,236259,S. Peña,22,https://cdn.sofifa.org/players/4/19/236259.png,Peru,https://cdn.sofifa.org/flags/59.png,68,74,CD Tondela,https://cdn.sofifa.org/teams/2/light/112516.png,€1.2M,€4K,1726,Right,1,3,3,Medium/ Medium,Lean,No,CAM,16,,Granada CF,"Jun 30, 2019",5'10,163lbs,64+2,64+2,64+2,67+2,66+2,66+2,66+2,67+2,67+2,67+2,67+2,67+2,65+2,65+2,65+2,67+2,58+2,56+2,56+2,56+2,58+2,56+2,50+2,50+2,50+2,56+2,67,62,59,70,57,70,53,56,68,69,69,67,66,60,74,63,46,69,61,66,27,53,66,67,69,59,46,41,39,5,12,13,10,6,
7530,236260,A. Santamaría,26,https://cdn.sofifa.org/players/4/19/236260.png,Peru,https://cdn.sofifa.org/flags/59.png,68,71,Puebla FC,https://cdn.sofifa.org/teams/2/light/110152.png,€925K,€4K,1843,Right,1,3,3,High/ High,Normal,No,RCB,4,"Jan 1, 2018",,2018,6'0,165lbs,63+2,63+2,63+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,62+2,63+2,64+2,64+2,64+2,63+2,65+2,66+2,66+2,66+2,65+2,65+2,67+2,67+2,67+2,65+2,61,55,68,66,58,66,59,64,66,65,64,68,60,51,63,72,50,69,71,65,68,65,62,62,62,66,70,71,69,12,11,10,7,13,€1.6M
7544,214759,R. de la Fuente,27,https://cdn.sofifa.org/players/4/19/214759.png,Chile,https://cdn.sofifa.org/flags/55.png,68,69,CD Universidad de Concepción,https://cdn.sofifa.org/teams/2/light/112534.png,€825K,€2K,1802,Left,1,2,3,High/ High,Normal,No,LB,19,"May 24, 2015",,2023,5'9,165lbs,59+2,59+2,59+2,63+2,61+2,61+2,61+2,63+2,62+2,62+2,62+2,64+2,63+2,63+2,63+2,64+2,67+2,65+2,65+2,65+2,67+2,67+2,65+2,65+2,65+2,67+2,65,42,45,66,38,67,67,38,62,65,72,75,67,63,79,66,63,70,70,64,68,66,63,52,42,68,65,70,71,14,10,11,11,15,€1.2M
7563,214765,M. Herrera,26,https://cdn.sofifa.org/players/4/19/214765.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,70,Club Atlético Lanús,https://cdn.sofifa.org/teams/2/light/110395.png,€900K,€7K,1731,Right,1,2,2,Medium/ Medium,Normal,No,CB,2,"Aug 1, 2012",,2023,6'1,172lbs,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,60+2,62+2,62+2,62+2,60+2,64+2,66+2,66+2,66+2,64+2,65+2,67+2,67+2,67+2,65+2,58,42,68,67,33,59,47,35,69,64,65,66,61,65,61,61,70,73,75,53,78,70,52,49,42,61,66,63,60,8,13,15,11,12,€1.4M
7570,226542,D. Martínez,28,https://cdn.sofifa.org/players/4/19/226542.png,Colombia,https://cdn.sofifa.org/flags/56.png,68,70,Patriotas Boyacá FC,https://cdn.sofifa.org/teams/2/light/112527.png,€750K,€1K,1079,Right,1,3,1,Medium/ Medium,Normal,No,GK,1,"Dec 21, 2015",,2023,5'11,168lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,17,14,18,27,16,11,20,18,17,25,42,46,36,65,52,24,57,31,35,12,16,22,19,21,23,36,27,14,15,67,65,71,67,69,€1.1M
7572,214767,L. Balbi,29,https://cdn.sofifa.org/players/4/19/214767.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,68,Extremadura UD,https://cdn.sofifa.org/teams/2/light/469.png,€675K,€3K,1791,Left,1,3,3,Medium/ High,Normal,No,LB,22,"Jul 18, 2018",,2019,5'8,163lbs,57+2,57+2,57+2,61+2,58+2,58+2,58+2,61+2,58+2,58+2,58+2,62+2,59+2,59+2,59+2,62+2,67+2,64+2,64+2,64+2,67+2,67+2,64+2,64+2,64+2,67+2,69,43,45,60,42,64,59,46,63,65,80,75,85,67,79,58,81,74,67,49,73,68,54,39,44,56,62,66,68,7,9,7,11,12,€1M
7576,216048,G. Vargas,34,https://cdn.sofifa.org/players/4/19/216048.png,Chile,https://cdn.sofifa.org/flags/55.png,68,68,Curicó Unido,https://cdn.sofifa.org/teams/2/light/112655.png,€475K,€2K,1578,Right,1,3,2,Medium/ Low,Normal,No,ST,23,"Jun 14, 2017",,2018,5'8,163lbs,67+2,67+2,67+2,61+2,64+2,64+2,64+2,61+2,60+2,60+2,60+2,60+2,54+2,54+2,54+2,60+2,45+2,42+2,42+2,42+2,45+2,43+2,41+2,41+2,41+2,43+2,43,70,76,67,56,60,53,52,33,58,63,66,61,68,59,66,76,70,67,57,38,18,74,49,70,59,24,24,18,9,10,10,6,7,€641K
7583,212467,H. Marín,25,https://cdn.sofifa.org/players/4/19/212467.png,Mexico,https://cdn.sofifa.org/flags/83.png,68,72,Guadalajara,https://cdn.sofifa.org/teams/2/light/1880.png,€975K,€12K,1543,Left,1,3,2,Low/ High,Normal,No,LCB,5,"Jan 1, 2012",,2019,6'0,183lbs,48+2,48+2,48+2,45+2,47+2,47+2,47+2,45+2,48+2,48+2,48+2,48+2,54+2,54+2,54+2,48+2,59+2,63+2,63+2,63+2,59+2,61+2,67+2,67+2,67+2,61+2,27,25,70,60,28,40,27,58,56,58,66,63,47,63,48,60,64,64,78,39,60,67,26,48,45,58,61,72,69,9,11,15,10,9,€1.7M
7596,178421,C. Cortés,34,https://cdn.sofifa.org/players/4/19/178421.png,Chile,https://cdn.sofifa.org/flags/55.png,68,68,CD Palestino,https://cdn.sofifa.org/teams/2/light/111328.png,€450K,€2K,1671,Left,1,3,3,Medium/ Medium,Lean,No,LW,13,"Jan 11, 2018",,2018,5'10,152lbs,61+2,61+2,61+2,65+2,65+2,65+2,65+2,65+2,66+2,66+2,66+2,65+2,62+2,62+2,62+2,65+2,53+2,51+2,51+2,51+2,53+2,51+2,45+2,45+2,45+2,51+2,58,57,48,72,47,67,69,64,59,71,69,60,69,59,59,59,39,69,62,59,37,18,72,67,71,71,48,38,42,15,15,12,8,12,€608K
7597,225270,I. Jeraldino,22,https://cdn.sofifa.org/players/4/19/225270.png,Chile,https://cdn.sofifa.org/flags/55.png,68,75,Audax Italiano,https://cdn.sofifa.org/teams/2/light/101097.png,€1.3M,€2K,1578,Right,1,4,2,High/ Low,Lean,No,RS,20,"Aug 27, 2014",,2023,5'11,174lbs,67+2,67+2,67+2,61+2,64+2,64+2,64+2,61+2,60+2,60+2,60+2,59+2,53+2,53+2,53+2,59+2,44+2,41+2,41+2,41+2,44+2,42+2,40+2,40+2,40+2,42+2,38,67,71,49,52,61,51,48,40,69,67,69,57,71,63,71,81,66,68,59,36,18,73,49,70,58,32,17,17,10,11,6,9,12,€2M
7599,232695,F. Sbuttoni,29,https://cdn.sofifa.org/players/4/19/232695.png,Argentina,https://cdn.sofifa.org/flags/52.png,68,68,Atlético Tucumán,https://cdn.sofifa.org/teams/2/light/111708.png,€700K,€5K,1317,Left,1,3,2,Low/ High,Normal,No,CB,6,"Jul 27, 2017",,2021,6'3,192lbs,44+2,44+2,44+2,38+2,41+2,41+2,41+2,38+2,42+2,42+2,42+2,42+2,49+2,49+2,49+2,42+2,54+2,62+2,62+2,62+2,54+2,56+2,67+2,67+2,67+2,56+2,23,24,71,66,21,38,26,17,54,52,40,34,35,66,29,43,59,56,86,20,71,68,26,24,29,60,69,63,60,9,10,12,11,5,€1.1M
