sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
171189,https://sofifa.com/player/171189/aythami-artiles-oliva/210002,Aythami Artiles,Aythami Artiles Oliva,34,1986-04-02,185,82,Spain,UD Las Palmas,Spanish Segunda División,2,68,68,325000,4000,CB,Right,1,3,2,High/Medium,Normal,No,520000,,LCB,25,,2019-01-25,2021,,,30,47,55,55,67,78,,,,,,,"Leadership, Team Player",45,58,72,69,47,50,44,41,68,59,29,31,57,66,56,38,82,73,82,37,71,62,42,39,36,67,,70,65,6,14,6,9,11,54+2,54+2,54+2,50+0,51+0,51+0,51+0,50+0,53+2,53+2,53+2,52+2,59+2,59+2,59+2,52+2,59+2,66+2,66+2,66+2,59+2,60+2,68+0,68+0,68+0,60+2
173533,https://sofifa.com/player/173533/david-button/210002,D. Button,David Button,31,1989-02-27,191,87,England,West Bromwich Albion,English Premier League,1,68,68,575000,21000,GK,Right,1,3,1,Medium/Medium,Lean,Yes,1200000,,SUB,25,,2020-09-05,2022,,,,,,,,,70,67,65,68,53,65,"Solid Player, Rushes Out Of Goal, Comes For Crosses",13,12,19,46,11,23,12,15,33,33,55,52,50,64,45,49,58,35,40,13,12,24,12,41,11,61,,17,11,70,67,65,65,68,30+2,30+2,30+2,32+0,33+0,33+0,33+0,32+0,35+2,35+2,35+2,34+2,34+2,34+2,34+2,34+2,30+2,30+2,30+2,30+2,30+2,29+2,24+2,24+2,24+2,29+2
173614,https://sofifa.com/player/173614/jason-pearce/210002,J. Pearce,Jason Pearce,32,1987-12-06,185,71,England,Charlton Athletic,English League One,3,68,68,575000,4000,CB,Left,1,3,2,Medium/High,Normal,No,1000000,,SUB,6,,2016-08-04,2021,,,43,23,43,46,69,79,,,,,,,Dives Into Tackles (AI),42,13,70,49,23,40,31,27,54,46,35,50,59,66,59,27,80,74,82,36,75,65,37,34,32,58,,70,69,7,6,7,7,8,42+2,42+2,42+2,41+0,40+0,40+0,40+0,41+0,42+2,42+2,42+2,44+2,49+2,49+2,49+2,44+2,58+2,62+2,62+2,62+2,58+2,60+2,68+0,68+0,68+0,60+2
174381,https://sofifa.com/player/174381/cristian-riveros/210002,C. Riveros,Cristian Miguel Riveros Núñez,37,1982-10-16,179,76,Paraguay,Nacional Asunción,Paraguayan Primera División,1,68,68,275000,500,"CM, CDM",Left,1,3,3,Medium/Medium,Normal,No,591000,,RCM,16,,2020-01-12,2025,,,44,61,65,66,64,66,,,,,,,"Solid Player, Playmaker (AI), Power Header",54,67,42,71,54,60,47,48,62,66,43,44,86,69,73,51,59,79,66,61,52,68,66,77,57,70,,61,49,9,13,6,16,15,60+2,60+2,60+2,63+0,63+0,63+0,63+0,63+0,66+2,66+2,66+2,63+2,68+0,68+0,68+0,63+2,63+2,67+1,67+1,67+1,63+2,61+2,61+2,61+2,61+2,61+2
174669,https://sofifa.com/player/174669/krzysztof-maczynski/210002,K. Mączyński,Krzysztof Mączyński,33,1987-05-23,175,66,Poland,Śląsk Wrocław,Polish T-Mobile Ekstraklasa,1,68,68,425000,4000,CDM,Right,1,3,3,High/Medium,Lean,No,574000,,RES,29,,2019-02-01,2021,,,60,53,67,68,64,67,,,,,,,"Leadership, Playmaker (AI)",67,41,57,66,34,67,72,66,64,67,67,55,71,68,74,68,71,73,63,68,68,70,66,69,51,68,,69,66,9,12,11,12,8,60+2,60+2,60+2,64+0,63+0,63+0,63+0,64+0,65+2,65+2,65+2,65+2,67+1,67+1,67+1,65+2,67+1,67+1,67+1,67+1,67+1,66+2,65+2,65+2,65+2,66+2
175393,https://sofifa.com/player/175393/juan-carlos-arce/210002,J. Arce,Juan Carlos Arce Justiniano,35,1985-04-10,176,62,Bolivia,Club Bolívar,Liga de Fútbol Profesional Boliviano,1,68,68,400000,500,"CAM, RM, ST",Right,1,3,3,Medium/Low,Lean,No,860000,,CAM,17,,2012-01-01,2025,,,62,62,63,70,38,50,,,,,,,Technical Dribbler (AI),49,64,56,64,55,70,59,64,59,72,64,61,75,64,49,59,61,71,40,63,48,36,64,78,64,65,,54,49,16,13,15,16,8,62+2,62+2,62+2,66+0,67+0,67+0,67+0,66+0,68+0,68+0,68+0,65+2,65+2,65+2,65+2,65+2,54+2,53+2,53+2,53+2,54+2,53+2,46+2,46+2,46+2,53+2
175589,https://sofifa.com/player/175589/xiaoting-feng/210002,Feng Xiaoting,冯潇霆,34,1985-10-22,186,78,China PR,Shanghai Greenland Shenhua FC,Chinese Super League,1,68,68,325000,6000,CB,Right,1,4,2,High/High,Normal,No,,,RCB,6,Guangzhou Evergrande Taobao FC,,2020,,,49,41,65,54,69,71,,,,,,,"Dives Into Tackles (AI), Long Passer (AI), Team Player",50,34,70,73,48,50,52,52,70,57,52,47,45,68,72,50,71,69,73,40,67,66,60,67,54,57,,70,72,11,11,15,11,13,54+2,54+2,54+2,54+0,56+0,56+0,56+0,54+0,58+2,58+2,58+2,58+2,64+2,64+2,64+2,58+2,63+2,68+0,68+0,68+0,63+2,64+2,68+0,68+0,68+0,64+2
175753,https://sofifa.com/player/175753/christian-bolanos/210002,C. Bolaños,Christian Bolaños Navarro,36,1984-05-17,178,70,Costa Rica,IK Start,Norwegian Eliteserien,1,68,68,300000,1000,"RM, LM",Right,2,4,3,High/Medium,Normal,No,375000,,RM,30,,2020-09-16,2020,,,64,64,67,71,34,60,,,,,,,"Flair, Technical Dribbler (AI)",69,62,38,66,64,70,72,67,64,70,64,64,73,70,77,70,64,62,55,66,69,36,68,70,49,72,,37,26,12,7,9,14,15,63+2,63+2,63+2,68+0,67+0,67+0,67+0,68+0,68+0,68+0,68+0,67+1,64+2,64+2,64+2,67+1,54+2,53+2,53+2,53+2,54+2,50+2,45+2,45+2,45+2,50+2
175789,https://sofifa.com/player/175789/birkir-bjarnason/210002,B. Bjarnason,Birkir Bjarnason,32,1988-05-27,183,77,Iceland,Brescia,Italian Serie B,2,68,68,675000,500,"CM, CDM, CAM",Right,2,4,3,High/High,Normal,No,1500000,,RCM,31,,2020-01-18,2021,LCM,8,65,68,64,69,63,75,,,,,,,,68,70,70,66,62,64,55,34,63,73,63,66,72,72,77,68,80,83,71,70,74,63,70,67,50,74,,64,53,13,6,9,12,10,69+,69+,69+,68+0,69+,69+,69+,68+0,68+0,68+0,68+0,68+0,68+0,68+0,68+0,68+0,67+1,67+1,67+1,67+1,67+1,66+2,66+2,66+2,66+2,66+2
176062,https://sofifa.com/player/176062/sacha-kljestan/210002,S. Kljestan,Sacha Klještan,34,1985-09-09,185,77,United States,LA Galaxy,USA Major League Soccer,1,68,68,450000,4000,"CAM, CM",Right,2,4,3,Low/Medium,Lean,Yes,675000,,SUB,16,,2019-12-11,2020,,,53,64,74,68,51,67,,,,,,,"Solid Player, Playmaker (AI)",75,61,64,75,64,69,70,73,71,70,52,53,56,68,62,69,71,67,66,66,68,57,68,74,67,72,,57,58,12,15,11,7,6,65+2,65+2,65+2,67+0,67+0,67+0,67+0,67+0,68+0,68+0,68+0,68+0,69+,69+,69+,68+0,62+2,63+2,63+2,63+2,62+2,61+2,59+2,59+2,59+2,61+2
176094,https://sofifa.com/player/176094/przemyslaw-tyton/210002,P. Tytoń,Przemysław Tytoń,33,1987-01-04,195,88,Poland,FC Cincinnati,USA Major League Soccer,1,68,68,475000,3000,GK,Right,2,2,1,Medium/Medium,Lean,No,713000,,GK,22,,2019-02-13,2020,,,,,,,,,67,64,66,70,50,66,"GK Long Throw, Cautious With Crosses",10,14,14,32,13,15,13,12,32,20,51,49,48,66,40,50,65,31,71,14,32,22,13,35,22,51,,17,14,67,64,66,66,70,29+2,29+2,29+2,27+0,28+0,28+0,28+0,27+0,29+2,29+2,29+2,28+2,29+2,29+2,29+2,28+2,26+2,28+2,28+2,28+2,26+2,26+2,27+2,27+2,27+2,26+2
176345,https://sofifa.com/player/176345/sun-tae-kwoun/210002,Kwoun Sun Tae,권순태 权纯泰,35,1984-09-11,184,85,Korea Republic,Kashima Antlers,Japanese J. League Division 1,1,68,68,240000,2000,GK,Right,1,2,1,Medium/Medium,Stocky,Yes,300000,,SUB,1,,2017-01-30,2021,,,,,,,,,68,66,64,68,43,68,Comes For Crosses,10,16,18,35,11,14,14,12,34,24,39,47,67,65,51,48,68,20,69,13,24,24,17,64,22,57,,14,20,68,66,64,68,68,30+2,30+2,30+2,29+0,31+0,31+0,31+0,29+0,34+2,34+2,34+2,30+2,33+2,33+2,33+2,30+2,26+2,31+2,31+2,31+2,26+2,26+2,29+2,29+2,29+2,26+2
176849,https://sofifa.com/player/176849/pierre-gibaud/210002,P. Gibaud,Pierre Gibaud,32,1988-04-22,184,69,France,Le Havre AC,French Ligue 2,2,68,68,550000,4000,RB,Right,1,2,2,Medium/Medium,Normal,No,963000,,RB,27,,2020-07-10,2022,,,62,45,57,57,66,74,,,,,,,,68,36,67,60,44,50,59,31,57,66,63,62,62,61,68,59,76,78,74,54,67,62,46,46,43,65,,67,70,9,7,9,7,8,55+2,55+2,55+2,56+0,54+0,54+0,54+0,56+0,55+2,55+2,55+2,58+2,58+2,58+2,58+2,58+2,66+2,64+2,64+2,64+2,66+2,66+2,67+1,67+1,67+1,66+2
176895,https://sofifa.com/player/176895/miguel-pinto/210002,M. Pinto,Miguel Ángel Pinto Jérez,36,1983-07-04,183,79,Chile,Colo-Colo,Chilian Campeonato Nacional,1,68,68,150000,500,GK,Right,1,2,1,Medium/Medium,Normal,No,330000,,SUB,12,,2020-01-08,2020,,,,,,,,,70,63,68,68,53,65,"GK Long Throw, Rushes Out Of Goal",23,20,12,38,13,21,16,33,45,23,52,54,55,72,58,51,68,36,68,20,27,11,13,69,34,67,,19,21,70,63,68,65,68,32+2,32+2,32+2,34+0,35+0,35+0,35+0,34+0,38+2,38+2,38+2,36+2,37+2,37+2,37+2,36+2,30+2,32+2,32+2,32+2,30+2,29+2,28+2,28+2,28+2,29+2
177055,https://sofifa.com/player/177055/viktor-elm/210002,V. Elm,Viktor Elm,34,1985-11-13,191,84,Sweden,Kalmar FF,Swedish Allsvenskan,1,68,68,325000,2000,CB,Left,1,3,2,Medium/Medium,Normal,No,406000,,CB,23,,2015-03-31,2020,,,32,60,61,57,66,77,,,,,,,"Leadership, Long Passer (AI), Power Header, Team Player",46,52,74,66,56,57,64,67,63,66,31,32,34,70,35,76,81,66,85,64,68,66,49,64,64,74,,64,59,12,9,12,13,10,60+2,60+2,60+2,54+0,58+0,58+0,58+0,54+0,59+2,59+2,59+2,56+2,64+2,64+2,64+2,56+2,59+2,66+2,66+2,66+2,59+2,60+2,68+0,68+0,68+0,60+2
177138,https://sofifa.com/player/177138/ilson-pereira-junior/210002,Ilsinho,Ilson Pereira Dias Júnior,34,1985-10-12,178,85,Brazil,Philadelphia Union,USA Major League Soccer,1,68,68,450000,4000,"RM, CAM",Right,1,3,5,Medium/Medium,Normal,Yes,675000,,SUB,25,,2016-02-24,2020,,,60,64,66,77,53,60,,,,,,,"Flair, Technical Dribbler (AI)",61,61,61,68,67,81,71,58,63,76,52,66,64,69,68,67,68,32,71,63,65,54,68,69,66,68,,57,54,8,7,16,13,9,67+1,67+1,67+1,68+0,69+,69+,69+,68+0,69+,69+,69+,67+1,66+2,66+2,66+2,67+1,58+2,60+2,60+2,60+2,58+2,57+2,59+2,59+2,59+2,57+2
177320,https://sofifa.com/player/177320/jesus-zavala/210002,J. Zavala,Jesús Eduardo Zavala Castañeda,32,1987-07-21,190,87,Mexico,FC Juárez,Mexican Liga MX,1,68,68,575000,5000,"CB, CDM",Right,1,3,2,Low/High,Lean,No,978000,,RDM,7,,2020-07-10,2023,,,47,54,60,59,66,78,,,,,,,"Injury Prone, Power Header",52,53,74,66,43,58,50,45,65,66,52,43,54,60,42,59,74,70,82,50,78,62,60,60,57,64,,69,64,10,9,15,16,13,60+2,60+2,60+2,57+0,59+0,59+0,59+0,57+0,60+2,60+2,60+2,59+2,63+2,63+2,63+2,59+2,61+2,66+2,66+2,66+2,61+2,62+2,68+0,68+0,68+0,62+2
177373,https://sofifa.com/player/177373/lasse-nielsen/210002,L. Nielsen,Lasse Nielsen,32,1988-01-08,185,82,Denmark,Malmö FF,Swedish Allsvenskan,1,68,68,575000,3000,CB,Right,1,3,2,Medium/High,Normal,No,748000,,SUB,24,,2017-01-20,2021,,,75,33,52,53,66,79,,,,,,,,44,25,57,57,41,50,49,41,59,54,68,81,62,63,55,48,81,69,80,31,87,69,38,51,38,61,,68,65,11,6,14,12,14,49+2,49+2,49+2,51+0,50+0,50+0,50+0,51+0,51+2,51+2,51+2,54+2,55+2,55+2,55+2,54+2,62+2,64+2,64+2,64+2,62+2,64+2,68+0,68+0,68+0,64+2
177684,https://sofifa.com/player/177684/simone-grippo/210002,S. Grippo,Simone Damiano Grippo,31,1988-12-12,188,80,Switzerland,Real Oviedo,Spanish Segunda División,2,68,68,675000,4000,CB,Right,1,3,2,Low/Medium,Normal,No,1100000,,RCB,2,,2020-01-31,2021,,,55,57,60,55,66,78,,,,,,,Dives Into Tackles (AI),53,48,74,63,49,51,55,64,65,61,52,57,56,62,48,81,83,71,85,58,70,65,59,59,50,60,,66,55,13,8,9,12,8,61+2,61+2,61+2,56+0,59+0,59+0,59+0,56+0,58+2,58+2,58+2,58+2,62+2,62+2,62+2,58+2,61+2,65+2,65+2,65+2,61+2,62+2,68+0,68+0,68+0,62+2
178237,https://sofifa.com/player/178237/aykut-demir/210002,A. Demir,Aykut Demir,31,1988-10-22,180,82,Turkey,BB Erzurumspor,Turkish Süper Lig,1,68,68,675000,6000,CB,Right,1,2,2,Low/High,Stocky,No,1300000,,RCB,2,,2019-08-07,2021,,,50,35,56,56,67,73,,,,,,,Dives Into Tackles (AI),42,25,70,64,40,54,32,40,65,56,52,48,50,67,69,56,72,65,71,34,87,66,26,60,44,65,,70,69,16,14,16,7,8,48+2,48+2,48+2,49+0,49+0,49+0,49+0,49+0,52+2,52+2,52+2,52+2,58+2,58+2,58+2,52+2,60+2,66+2,66+2,66+2,60+2,62+2,68+0,68+0,68+0,62+2
178319,https://sofifa.com/player/178319/wout-brama/210002,W. Brama,Wout Brama,33,1986-08-21,176,77,Netherlands,FC Twente,Holland Eredivisie,1,68,68,425000,4000,"CDM, CM",Right,1,3,3,Low/Medium,Normal,No,616000,,CDM,6,,2018-06-09,2021,,,45,52,65,66,65,67,,,,,,,"Dives Into Tackles (AI), Leadership",63,43,63,68,42,65,64,50,69,68,51,40,60,71,68,69,75,73,66,55,62,73,58,62,63,70,,60,58,11,10,7,8,13,59+2,59+2,59+2,60+0,61+0,61+0,61+0,60+0,62+2,62+2,62+2,62+2,66+2,66+2,66+2,62+2,65+2,67+1,67+1,67+1,65+2,64+2,65+2,65+2,65+2,64+2
178584,https://sofifa.com/player/178584/alex-pearce/210002,A. Pearce,Alex Pearce,31,1988-11-09,188,85,Republic of Ireland,Millwall,English League Championship,2,68,68,675000,6000,CB,Right,1,2,2,Low/High,Normal,No,1300000,,CB,15,,2019-07-01,2021,,,34,26,44,42,69,76,,,,,,,"Solid Player, Power Header",30,16,72,56,18,35,27,30,53,49,32,35,43,64,45,50,70,66,81,25,75,65,31,37,32,60,,68,66,15,9,9,16,6,43+2,43+2,43+2,38+0,40+0,40+0,40+0,38+0,41+2,41+2,41+2,42+2,49+2,49+2,49+2,42+2,55+2,62+2,62+2,62+2,55+2,58+2,68+0,68+0,68+0,58+2
179565,https://sofifa.com/player/179565/mario-gavranovic/210002,M. Gavranović,Mario Gavranović,30,1989-11-24,175,76,Switzerland,Dinamo Zagreb,Croatian Prva HNL,1,68,68,875000,500,"ST, CAM, CF",Right,1,4,3,Medium/Medium,Normal,No,1900000,,SUB,11,,2018-01-18,2023,,,70,67,60,71,37,65,,,,,,,,50,71,62,67,64,68,52,55,56,72,71,70,77,64,80,66,83,65,67,57,55,45,75,64,73,60,,39,24,14,12,7,14,13,68+0,68+0,68+0,67+0,69+,69+,69+,67+0,68+0,68+0,68+0,66+2,63+2,63+2,63+2,66+2,53+2,53+2,53+2,53+2,53+2,51+2,49+2,49+2,49+2,51+2
179800,https://sofifa.com/player/179800/arturo-paganoni/210002,A. Paganoni,Jesús Arturo Paganoni Peña,31,1988-09-24,169,68,Mexico,Puebla FC,Mexican Liga MX,1,68,68,650000,4000,RB,Right,1,3,3,Medium/Medium,Lean,No,1100000,,RES,28,,2020-01-01,2021,,,73,56,61,67,64,65,,,,,,,Early Crosser,68,52,52,65,52,66,48,41,62,64,74,73,75,63,78,64,75,77,56,56,70,64,60,54,52,62,,65,64,10,10,15,6,8,60+2,60+2,60+2,64+0,62+0,62+0,62+0,64+0,62+2,62+2,62+2,65+2,63+2,63+2,63+2,65+2,67+1,65+2,65+2,65+2,67+1,66+2,63+2,63+2,63+2,66+2
179931,https://sofifa.com/player/179931/cedric-avinel/210002,C. Avinel,Cédric Mickael Avinel,33,1986-09-11,187,84,France,AC Ajaccio,French Ligue 2,2,68,68,425000,3000,CB,Right,1,3,2,Low/High,Normal,No,744000,,RCB,21,,2017-07-01,2021,,,73,46,50,43,67,81,,,,,,,Power Header,37,41,65,59,44,30,33,39,59,51,69,76,64,59,58,55,91,81,81,49,76,64,38,48,46,65,,68,65,16,12,13,11,14,52+2,52+2,52+2,48+0,49+0,49+0,49+0,48+0,50+2,50+2,50+2,51+2,54+2,54+2,54+2,51+2,61+2,64+2,64+2,64+2,61+2,63+2,68+0,68+0,68+0,63+2
180739,https://sofifa.com/player/180739/eiji-kawashima/210002,E. Kawashima,川島 永嗣,37,1983-03-20,185,74,Japan,RC Strasbourg Alsace,French Ligue 1,1,68,68,90000,5000,GK,Right,1,3,1,Medium/Medium,Normal,Yes,180000,,SUB,16,,2018-08-29,2021,,,,,,,,,67,65,64,72,42,65,"Team Player, Cautious With Crosses",17,14,14,33,13,12,13,14,33,28,43,42,61,64,45,48,69,30,60,19,16,19,11,29,24,44,,13,12,67,65,64,65,72,28+2,28+2,28+2,27+0,28+0,28+0,28+0,27+0,29+2,29+2,29+2,28+2,29+2,29+2,29+2,28+2,26+2,27+2,27+2,27+2,26+2,25+2,25+2,25+2,25+2,25+2
180754,https://sofifa.com/player/180754/kengo-nakamura/210002,K. Nakamura,中村 宪剛,39,1980-10-31,175,66,Japan,Kawasaki Frontale,Japanese J. League Division 1,1,68,68,240000,4000,CAM,Right,2,3,3,Medium/Medium,Lean,Yes,312000,#FK Specialist,SUB,14,,2003-01-01,2021,,,35,70,74,69,63,58,,,,,,,"Leadership, Finesse Shot, Long Shot Taker (AI), Playmaker (AI), Team Player",76,67,69,72,68,70,85,87,72,72,33,36,57,61,71,72,69,51,59,75,61,70,70,73,80,80,,59,58,14,13,9,14,9,66+2,66+2,66+2,65+0,66+0,66+0,66+0,65+0,68+0,68+0,68+0,65+2,69+,69+,69+,65+2,62+2,66+2,66+2,66+2,62+2,61+2,63+2,63+2,63+2,61+2
181343,https://sofifa.com/player/181343/pierre-bengtsson/210002,P. Bengtsson,Pierre Thomas Robin Bengtsson,32,1988-04-12,177,74,Sweden,FC København,Danish Superliga,1,68,68,550000,8000,LB,Left,1,2,2,High/Medium,Normal,No,715000,,LB,3,,2017-07-01,2022,,,69,53,65,65,63,63,,,,,,,Speed Dribbler (AI),67,46,49,67,55,63,65,64,62,64,69,69,71,70,75,65,70,77,58,56,57,60,59,63,47,64,,66,67,6,10,15,9,11,59+2,59+2,59+2,63+0,62+0,62+0,62+0,63+0,63+2,63+2,63+2,65+2,64+2,64+2,64+2,65+2,67+1,65+2,65+2,65+2,67+1,66+2,63+2,63+2,63+2,66+2
181349,https://sofifa.com/player/181349/alexander-gerndt/210002,A. Gerndt,Alexander Clas Robin Gerndt,33,1986-07-14,184,80,Sweden,FC Lugano,Swiss Super League,1,68,68,575000,4000,"ST, CF",Left,1,4,3,Medium/Medium,Normal,No,834000,,RS,19,,2017-08-03,2021,,,73,68,68,70,33,69,,,,,,,"Finesse Shot, Long Shot Taker (AI)",68,65,54,71,69,69,65,67,64,72,76,71,73,65,61,70,66,73,70,72,60,30,72,68,65,67,,35,32,13,10,8,13,11,68+0,68+0,68+0,70+,69+,69+,69+,70+,70+,70+,70+,70+,65+2,65+2,65+2,70+,55+2,53+2,53+2,53+2,55+2,52+2,47+2,47+2,47+2,52+2
181436,https://sofifa.com/player/181436/damien-marcq/210002,D. Marcq,Damien Marcq,31,1988-12-08,182,76,France,SV Zulte-Waregem,Belgian Jupiler Pro League,1,68,68,675000,6000,"CDM, CM",Right,1,3,2,Low/High,Normal,No,1000000,,SUB,5,,2018-01-03,2021,,,42,48,61,58,68,68,,,,,,,,52,49,70,69,46,52,59,30,68,62,44,40,64,64,68,58,33,68,70,43,70,73,39,60,33,74,,67,63,16,10,15,14,7,55+2,55+2,55+2,54+0,54+0,54+0,54+0,54+0,57+2,57+2,57+2,56+2,62+2,62+2,62+2,56+2,62+2,67+1,67+1,67+1,62+2,63+2,67+1,67+1,67+1,63+2
181989,https://sofifa.com/player/181989/andres-rios/210002,A. Ríos,Andrés Lorenzo Ríos,30,1989-08-01,178,78,Argentina,San Jose Earthquakes,USA Major League Soccer,1,68,68,875000,4000,ST,Right,1,4,3,Medium/Medium,Normal,No,1300000,,SUB,25,,2019-08-01,2020,,,66,68,62,70,32,71,,,,,,,Finesse Shot,56,71,66,67,62,70,70,56,59,69,66,66,72,67,68,70,76,70,75,61,62,24,65,63,69,70,,27,28,13,16,12,15,15,68+0,68+0,68+0,67+0,67+0,67+0,67+0,67+0,67+1,67+1,67+1,66+2,62+2,62+2,62+2,66+2,51+2,50+2,50+2,50+2,51+2,48+2,46+2,46+2,46+2,48+2
182047,https://sofifa.com/player/182047/yan-wu/210002,Wu Yan,吴龑,31,1989-01-07,191,82,China PR,Henan Jianye FC,Chinese Super League,1,68,68,575000,4000,GK,Right,1,2,1,Medium/Medium,Normal,No,891000,,GK,17,,2015-01-13,2022,,,,,,,,,71,64,61,69,48,66,,33,14,22,42,20,18,14,18,44,22,54,43,61,63,63,46,63,37,57,15,39,24,18,56,15,62,,23,18,71,64,61,66,69,30+2,30+2,30+2,32+0,32+0,32+0,32+0,32+0,35+2,35+2,35+2,35+2,36+2,36+2,36+2,35+2,32+2,34+2,34+2,34+2,32+2,31+2,31+2,31+2,31+2,31+2
182689,https://sofifa.com/player/182689/alan-power/210002,A. Power,Alan Thomas Daniel Power,32,1988-01-23,178,72,Republic of Ireland,Kilmarnock,Scottish Premiership,1,68,68,675000,3000,"CM, CDM",Right,1,3,2,High/High,Normal,No,1200000,#Engine,RCM,6,,2017-07-01,2022,,,44,54,64,68,62,75,,,,,,,"Dives Into Tackles (AI), Leadership, Team Player",52,50,53,72,38,64,46,49,70,72,42,46,72,60,78,66,60,87,70,50,78,65,60,68,67,70,,62,61,15,8,8,9,7,59+2,59+2,59+2,60+0,61+0,61+0,61+0,60+0,64+2,64+2,64+2,62+2,68+0,68+0,68+0,62+2,64+2,68+0,68+0,68+0,64+2,62+2,64+2,64+2,64+2,62+2
182694,https://sofifa.com/player/182694/joe-mattock/210002,J. Mattock,Joe Mattock,30,1990-05-15,181,78,England,Rotherham United,English League Championship,2,68,68,700000,15000,LB,Left,1,3,3,High/Medium,Normal,No,1300000,,LB,3,,2015-07-01,2022,,,69,45,61,64,64,68,,,,,,,Dives Into Tackles (AI),64,35,62,62,26,63,57,52,59,64,67,71,66,62,65,57,70,78,65,61,64,65,54,59,34,55,,65,64,16,10,7,13,13,56+2,56+2,56+2,60+0,59+0,59+0,59+0,60+0,60+2,60+2,60+2,62+2,62+2,62+2,62+2,62+2,66+2,64+2,64+2,64+2,66+2,66+2,64+2,64+2,64+2,66+2
183145,https://sofifa.com/player/183145/shay-logan/210002,S. Logan,Shaleum Logan,32,1988-01-29,175,72,England,Aberdeen,Scottish Premiership,1,68,68,550000,4000,RB,Right,1,3,2,High/High,Lean,No,963000,,SUB,2,,2014-06-12,2021,,,71,49,62,68,63,71,,,,,,,"Long Throw-in, Early Crosser",67,41,55,67,55,67,56,60,58,66,72,70,79,61,74,56,76,79,66,56,70,63,50,55,51,62,,68,66,9,16,9,9,6,57+2,57+2,57+2,62+0,59+0,59+0,59+0,62+0,61+2,61+2,61+2,63+2,62+2,62+2,62+2,63+2,67+1,65+2,65+2,65+2,67+1,66+2,65+2,65+2,65+2,66+2
183336,https://sofifa.com/player/183336/pal-andre-helland/210002,P. Helland,Pål André Helland,30,1990-01-04,186,84,Norway,Rosenborg BK,Norwegian Eliteserien,1,68,68,850000,4000,RW,Left,1,4,3,High/Medium,Normal,No,1100000,,RW,10,,2013-07-15,2022,,,71,68,68,69,46,67,,,,,,,"Power Free-Kick, Injury Prone, Finesse Shot, Long Shot Taker (AI)",72,62,53,67,51,69,70,71,64,68,72,71,70,67,67,81,51,62,72,70,64,48,70,65,69,66,,39,49,13,9,13,13,16,67+1,67+1,67+1,68+0,68+0,68+0,68+0,68+0,67+1,67+1,67+1,68+0,64+2,64+2,64+2,68+0,60+2,58+2,58+2,58+2,60+2,58+2,54+2,54+2,54+2,58+2
183565,https://sofifa.com/player/183565/arne-feick/210002,A. Feick,Arne Feick,32,1988-04-01,179,79,Germany,FC Würzburger Kickers,German 2. Bundesliga,2,68,68,550000,7000,LB,Left,1,2,2,High/Medium,Lean,No,853000,,LB,28,,2020-08-11,2021,,,68,62,61,64,65,70,,,,,,,Long Throw-in,69,58,60,64,43,63,64,63,55,61,71,65,72,64,70,73,68,74,67,65,74,63,57,53,68,60,,65,67,16,16,10,7,8,62+2,62+2,62+2,63+0,62+0,62+0,62+0,63+0,61+2,61+2,61+2,63+2,61+2,61+2,61+2,63+2,66+2,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,66+2
183593,https://sofifa.com/player/183593/joshua-john/210002,J. John,Joshua John,31,1988-10-01,175,63,Aruba,VVV-Venlo,Holland Eredivisie,1,68,68,775000,4000,LW,Right,1,4,3,Medium/Low,Lean,No,1100000,,LW,12,,2020-09-04,2021,,,86,61,61,71,30,47,,,,,,,Speed Dribbler (AI),67,60,53,63,62,69,64,45,52,68,85,87,88,65,72,63,62,55,36,61,59,26,63,62,62,67,,27,30,6,12,16,14,12,63+2,63+2,63+2,68+0,66+0,66+0,66+0,68+0,66+2,66+2,66+2,67+1,58+2,58+2,58+2,67+1,52+2,46+2,46+2,46+2,52+2,50+2,41+2,41+2,41+2,50+2
